genre,content
现代主义,phocas el campesino hijo mio que tienes en apenas escasos meses de vida tantos dolores en tus ojos que esperan tantos llantos por el fatal pensar que revelan tus sienes tarda venir este dolor adonde vienes este mundo terrible en duelos en espantos duerme bajo los angeles suena bajo los santos que ya tendras la vida para que te envenenes suena hijo mio todavia cuando crezcas perdoname el fatal don de darte la vida que yo hubiera querido de azul rosas frescas pues tu eres la crisalida de mi alma entristecida te he de ver en medio del triunfo que merezcas renovando el fulgor de mi psique abolida
现代主义,senora amor es violento cuando nos transfigura nos enciende el pensamiento la locura no pidas paz mis brazos que los tuyos tienen presos son de guerra mis abrazos son de incendio mis besos seria vano intento el tornar mi mente obscura si me enciende el pensamiento la locura clara esta la mente mia de llamas de amor senora como la tienda del dia el palacio de la aurora el perfume de tu unguento te persigue mi ventura me enciende el pensamiento la locura mi gozo tu paladar rico panal conceptua como en el santo cantar mel et lac sub lingua tua la delicia de tu aliento en tan fino vaso apura me enciende el pensamiento la locura
现代主义,que linda es la duena que hermoso gracejo como se divierte sola ante el espejo la mosca que vuela busca en el reflejo del cristal la mano puesta en circunflejo atentos los verdes ojos de adivina suspensa en el aire la mano felina lo que atras le queda delante imagina viendola se entiende mejor la doctrina de platon la bella busca en las figuras falsas de la luz claridades puras ciencia cabalistica dicta sus posturas quieta sibilina mirando al cristal la mano suspensa para obrar el mal sobre la consola invoca belial
现代主义,este gran don ramon de las barbas de chivo cuya sonrisa es la flor de su figura parece un viejo dios altanero esquivo que se animase en la frialdad de su escultura el cobre de sus ojos por instantes fulgura da una llama roja tras un ramo de olivo tengo la sensacion de que siento que vivo su lado una vida mas intensa mas dura este gran don ramon del valleinclan me inquieta traves del zodiaco de mis versos actuales se me esfuma en radiosas visiones de poeta se me rompe en un fracaso de cristales yo le he visto arrancarse del pecho la saeta que le lanzan los siete pecados capitales
浪漫主义,ya el sol esconde sus rayos el mundo en sombras se vela el ave su nido vuela busca asilo el trovador todo calla en pobre cama duerme el pastor venturoso en su lecho suntuoso se agita insomme el senor se agita mas ay reposa al fin en su patrio suelo no llora en misero duelo la libertad que perdio los campos ve que su infancia horas dieron de contento su oido halaga el acento del pais donde nacio no gime ilustre cautivo entre doradas cadenas que si bien de encanto llenas al cabo cadenas son si acaso triste lamenta en torno ve sus amigos que de su pena testigos consuelan su corazon la arrogante erguida palma que en el desierto florece al viajero sombra ofrece descanso grato manjar aunque sola alli es querida del arabe errante fiero que siempre va placentero su sombra reposar mas ay triste yo cautiva huerfana sola suspiro el clima extrano respiro amo un extrano tambien no hallan mis ojos mi patria humo han sido mis amores nadie calma mis dolores en celos me siento arder ah llorar llorar no puedo ni ceder mi tristura ni consuelo en mi amargura podre jamas encontrar supe amar como ninguna supe amar correspondida despreciada aborrecida no sabre tambien odiar adios patria adios amores la infeliz zoraida ahora solo venganzas implora ya condenada morir no soy ya del castellano la sumisa enamorada soy la cautiva cansada ya de dejarse oprimir
现代主义,rey de los hidalgos senor de los tristes que de fuerza alientas de ensuenos vistes coronado de aureo yelmo de ilusion que nadie ha podido vencer todavia por la adarga al brazo toda fantasia la lanza en ristre toda corazon noble peregrino de los peregrinos que santificaste todos los caminos con el paso augusto de tu heroicidad contra las certezas contra las conciencias contra las leyes contra las ciencias contra la mentira contra la verdad caballero errante de los caballeros varon de varones principe de fieros par entre los pares maestro salud salud porque juzgo que hoy muy poca tienes entre los aplausos entre los desdenes entre las coronas los parabienes las tonterias de la multitud tu para quien pocas fueron las victorias antiguas para quien clasicas glorias serian apenas de ley razon soportas elogios memorias discursos resistes certamenes tarjetas concursos teniendo orfeo tienes orfeon escucha divino rolando del sueno un enamorado de tu clavileno cuyo pegaso relincha hacia ti escucha los versos de estas letanias hechas con las cosas de todos los dias con otras que en lo misterioso vi ruega por nosotros hambrientos de vida con el alma tientas con la fe perdida llenos de congojas faltos de sol por advenedizas almas de manga ancha que ridiculizan el ser de la mancha el ser generoso el ser espanol ruega por nosotros que necesitamos las magicas rosas los sublimes ramos de laurel pro nobis ora gran senor tiembla la floresta de laurel del mundo antes que tu hermano vago segismundo el palido hamlet te ofrece una flor ruega generoso piadoso orgulloso ruega casto puro celeste animoso por nos intercede suplica por nos pues casi ya estamos sin savia sin brote sin alma sin vida sin luz sin quijote sin piel sin alas sin sancho sin dios de tantas tristezas de dolores tantos de los superhombres de nietzsche de cantos afonos recetas que firma un doctor de las epidemias de horribles blasfemias de las academias libranos senor de rudos malsines falsos paladines espiritus finos blandos ruines del hampa que sacia su canallocracia con burlar la gloria la vida el honor del punal con gracia libranos senor noble peregrino de los peregrinos que santificaste todos los caminos con el paso augusto de tu heroicidad contra las certezas contra las conciencias contra las leyes contra las ciencias contra la mentira contra la verdad ora por nosotros senor de los tristes que de fuerza alientas de ensuenos vistes coronado de aureo yelmo de ilusion que nadie ha podido vencer todavia por la adarga al brazo toda fantasia la lanza en ristre toda corazon
浪漫主义,alla en el fondo del pozo donde las florecillas donde las lindas margaritas no vacilan donde no hay viento perfume de hombre donde jamas el mar impone su amenaza alli alli esta quedo ese silencio hecho como un rumor ahogado con un puno si una abeja si un ave voladora si ese error que no se espera nunca se produce el frio permanece el sueno en vertical hundio la tierra ya el aire esta libre acaso una voz una mano ya suelta un impulso hacia arriba aspira luna calma tibieza ese veneno de una almohada en la boca que se ahoga pero dormir es tan sereno siempre sobre el frio sobre el hielo sobre una sombra de mejilla sobre una palabra yerta mas ya ida sobre la misma tierra siempre virgen una tabla en el fondo oh pozo innumero esa lisura ilustre que comprueba que una espalda es contacto es frio seco es sueno siempre aunque la frente este borrada pueden pasar ya nubes nadie sabe ese clamor existen las campanas recuerdo que el color blanco las formas recuerdo que los labios si hasta hablaban era el tiempo caliente luz inmolame era entonces cuando el relampago de pronto quedaba suspendido hecho de hierro tiempo de los suspiros de adorame cuando nunca las aves perdian plumas tiempo de suavidad permanencia los galopes no daban sobre el pecho no quedaban los cascos no eran cera las lagrimas rodaban como besos en el oido el eco era ya solido asi la eternidad era el minuto el tiempo solo una tremenda mano sobre el cabello largo detenida oh si en este hondo silencio humedades bajo las siete capas de cielo azul yo ignoro la musica cuajada en hielo subito la garganta que se derrumba sobre los ojos la intima onda que se anega sobre los labios dormido como una tela siento crecer la hierba verde suave que inutilmente aguarda ser curvado una mano de acero sobre el cesped un corazon un juguete olvidado un resorte una lima un beso un vidrio una flor de cristal que asi impasible chupa de tierra un silencio memoria
浪漫主义,yo las amo yo las oigo cual oigo el rumor del viento el murmurar de la fuente el balido de cordero como los pajaros ellas tan pronto asoma en los cielos el primer rayo del alba le saludan con sus ecos en sus notas que van prolongandose por los llanos los cerros hay algo de candoroso de apacible de halagueno si por siempre enmudecieran que tristeza en el aire el cielo que silencio en la iglesia que extraneza entre los muertos
古典抒情,llevadme aquel lugar tan espantable que por no ver mi muerte alli esculpida cerrados hasta aqui tuve los ojos las armas pongo ya que concedida no es tan larga defensa al miserable colgad en vuestro carro mis despojos
古典抒情,pasando el mar el enganoso toro volviendo la cerviz el pie besaba de la llorosa ninfa que miraba perdido de las ropas el decoro entre las aguas las hebras de oro ondas el fresco viento levantaba quien con los supiros ayudaba del mal guardado virginal tesoro cayeronsele europa de las faldas las rosas al decirle el toro amores ella con el dolor de sus guirnaldas dicen que lleno el rostro de colores en perlas convirtio sus esmeraldas dijo ay triste yo perdi las flores
古典抒情,cancion en el profundo del abismo estabas del no ser encerrado detenido sin poder ni saber salir afuera todo lo que es algo en mi faltaba la vida el alma el cuerpo el sentido en fin mi ser no ser entonces era asi de esta manera estuve eternamente nada visible sin tratar con gente en tal suerte que aun era muy mas buena del ancho mar la mas menuda arena el gusanillo de la gente hollado un rey era conmigo comparado estando pues en tal tiniebla oscura volviendo ya con curso presuroso el sexto siglo el estrellado cielo miro el gran padre dios de la natura viome en si benigno amoroso sacome la luz de aqueste suelo vistiome de este velo de flaca carne gueso mas diome el alma quien no hubiera peso que impidiera llegar la presencia de la divina inefable esencia si la primera culpa no agravara su ligereza alas derribara oh culpa amarga cuanto bien quitaste al alma mia cuanto mal hiciste luego que fue criada junto infusa tu de gracia justicia la privaste al mismo dios contraria la pusiste ciega enemiga sin favor confusa por ti siempre rehusa el bien la molesta la virtud los vicios esta presta por ti la fiera muerte ensangrentada por ti toda miseria tuvo entrada hambre dolor gemido fuego invierno pobreza enfermedad pecado infierno asi que en los panales del pecado fui como todos luego al punto envuelto con la obligacion de eterna pena con tanta fuerza tan estrecho atado que no pudiera de ella verme suelto en virtud propia ni en virtud ajena sino de aquella llena de piedad tan fuerte bondad que con su muerte nuestra muerte mato gloriosamente hubo deshecho rompiendo el amoroso sacro pecho de donde mana soberana fuente de gracia de salud toda gente en esto plugo la bondad inmensa darme otro ser mas alto que tenia banandome en el agua consagrada quedo con esto limpia de la ofensa graciosisima bella el alma mia de mil bienes dones adornada en fin cual desposada con el rey de la gloria oh cuan dulce suavisima memoria alli la recibio por cara esposa alli le prometio de no amar cosa fuera de el por el mientras viviese oh si de hoy mas siquiera lo cumpliese creci despues fui en edad entrando llegue la discrecion con que debiera entregarme quien tanto me habia dado en vez de esto la lealtad quebrando que en el bautismo sacro prometiera con mi propio nombre habia firmado aun no hubo bien llegado el deleite vicioso del cruel enemigo venenoso cuando con todo di en un punto al traste hay corazon tan duro en si que baste no romperse dentro en nuestro seno de pena el mio de lastima el ajeno mas que la tierra queda tenebrosa cuando su claro rostro el sol ausenta banar lleva al mar su carro de oro mas esteril mas seca pedregosa que cuando largo tiempo esta sedienta quedo mi alma sin aquel tesoro por quien yo plano lloro hay que llorar contino pues que quede sin luz del sol divino sin aquel rocio soberano que obraba en ella el celestial verano ciega disforme torpe la hora hecha una vil esclava de senora oh padre inmenso que inmovible estando das las cosas movimiento vida las gobiernas tan suavemente que amor detuvo tu justicia cuando mi alma tan ingrata atrevida dejando ti del bien eterno fuente con ansia tan ardiente en aguas detenidas de cisternas corruptas podridas se echo de pechos ante tu presencia oh divina altisima clemencia que no me despenases al momento en el largo profundo del tormento sufriome entonces tu piedad divina sacome de aquel hediondo cieno do sin sentir aun el hedor estaba con falsa paz el anima mezquina juzgando por tan rico tan sereno el miserable estado que gozaba que solo deseaba perpetuo aquel contento pero soplo deshora un manso viento del espiritu eterno enviando un aire dulce al alma fue llevando la espesa niebla que la luz cubria dandole un claro muy sereno dia vio luego de su estado la vileza en que guardando inmundos animales de su tan vil manjar aun no se hartara vio el fruto del deleite de torpeza ser confusion penas tan mortales temio la recta no doblada vara la severa cara de aquel juez sempiterno la muerte juicio gloria fuego infierno cada cual acudiendo por su parte la cercan con tal fuerza de tal arte que quedando confuso temeroso temblando estaba sin hallar reposo ya que en mi vuelto sosegue algun tanto en lagrimas banando el pecho suelo con suspiros abrasando el viento padre piadoso dije padre santo benigno padre padre de consuelo perdonad padre aqueste atrevimiento vos vengo aunque siento de mi mismo corrido que no merezco ser de vos oido mas mirad las heridas que me han hecho mis pecados cuan roto cuan deshecho me tienen cuan pobre miserable ciego leproso enfermo lamentable mostrad vuestras entranas amorosas en recebirme agora perdonarme pues es benigno dios tan propio vuestro tener piedad de todas vuestras cosas si os place senor de castigarme no me entregueis al enemigo nuestro diestro siniestro tomad vos la venganza herid en mi con fuego azote lanza cortad quemad romped sin duelo alguno atormentad mis miembros de uno uno con que despues de aqueste tal castigo volvais ser mi dios mi buen amigo apenas hube dicho aquesto cuando con los brazos abiertos me levanta me otorga su amor su gracia vida mis males llagas aplicando la medicina soberana santa tal enfermedad constituida me deja sin herida de todo punto sano pero con las heridas del tirano habito que iba ya en naturaleza volviendose con una tal flaqueza que aunque sane del mal su accidente diez anos ha que soy convaleciente
现代主义,yo vi un ave que suave sus cantares entono volo lo lejos los reflejos de la luna en alta cumbre que argentando las espumas banaba de luz sus plumas de tisu eras tu vi un alma que sin calma sus amores cantaba en tristes rumores su ser conmover las rocas parecia miro la azul lejania tendio la vista anhelante suspiro cantando amante prosiguio era yo ii viste triste sol tan triste como el sufro mucho yo yo en una doncella mi estrella mire dile amante constante fe pero ingrata olvidome no sabe que padezco cual no puede nunca nunca comprender que mi pecho no suspira ni mi lira tiene acordes de placer yo vi en la noche placida luna que en la laguna se retrato vi una nube que alla en el cielo con denso velo la obscurecio yo vi la aurora banada en rosa dorar la hermosa faz de la mar vi los rayos de un sol ardiente que rudamente borraron luego con rojo fuego su bella faz asi vi que bella naciera en un dia con dulce alegria la aurora luciente de un placido amor mas hoy yo contemplo no mas en mi vida de negro vestida la estatua tremenda de amargo dolor hoy solo me complace oir la queja amarga que al cielo envia tierna la tortola del monte con moribundo son sentir como susurra la brisa entre las hojas mirar el arroyuelo que al eco de la selva confunde su rumor canto cuando las estrellas esparcen su claridad cuando argentan las espumas las espumas de la mar canto cuando el ancho rio murmurando triste va cuando el ruisenor encanta con su arpegio celestial al ronco mugir de las olas la noche con su lobreguez el trueno que silva en los aires me encanta embriaga la vez me place lo triste lo alegre me gusta la selva el mar todos saludo contento algunos se rien al verme veces me pongo llorar yo adore una mujer con el fuego de mi joven audaz corazon mas ya he dicho que aquella olvidome que vivo en tremendo dolor estoy loco no se lo que siento no lo puedo jamas explicar es un rudo feroce tormento nada mas nada mas nada mas que soy gota de agua desprendida del raudal turbulento de la vida soy algo doloroso cual lamento arista debil que arrebata el viento soy ave de los bosques solitaria deshojada marchita pasionaria pasionaria ave arista llanto espuma perdido de este mundo entre la bruma felices aquellos que nunca han amado felices felices que no han apurado el caliz terrible de un fiero dolor que es el amor amor germen fecundo de la dolencia humana origen venturoro de sin igual placer con algo de la tarde algo de la manana con algo de la dicha algo del padecer no veis la luna que brilla fulgente en el cielo no ois del arroyo el suave callado rumor pues eso que brinda la luna tranquila es consuelo pues eso que dice el arroyo en el bosque es amor ame tal vez mi vida no fuera dolorosa si hubiera conservado por siempre mi ninez si nunca hubiera visto los ojos de una hermosa lo rojo de sus labios lo blanco de su tez felices aquellos que nunca han amado felices felices que no han apurado el caliz terrible de un fiero dolor que amargo es el amor que amargo es el amor asi exclamando yo cruzare el desierto de mi vida mostrando todos mi profunda herida que lagrimas sangre esta manando al compas de canciones sombrias cantare de mi amor la memoria sin gloria llorando siempre pasare mis dias entre polvo entre lodo entre escoria al ronco mugir de las olas la noche con su lobreguez el trueno que silva en los aires seran mi tormento tambien me place lo triste lo alegre me gusta la selva el mar yo siempre estareme contento algunos reiran al mirarme veces pondreme llorar cantare si el ancho rio murmurando triste va si el ruisenor me encantare con su arpegio celestial cuando mire las estrellas esparcir su claridad sobre las penas negruzcas las espumas del mar por que porque sin amor vuelan dolientes sin calma las avecillas del alma entre el viento del dolor dare dulces canciones los fugaces vientos para que entre sus alas las lleven lejos lejos del mundo hasta el confin ireme las montanas ireme los oteros alli tal vez dios santo tal vez sere feliz en las alas del viento oira mis canciones la ingrata la ingrata quien adore aquella que riose de ver mi desgracia aquella quien dile mi amor mi fe triste es la noche triste es la selva del arroyo lo es el rumor pero es mas triste que el arroyuelo que la noche mi corazon mis acentos en los vientos cual lamentos moribundos sonaran como el eco que en el hueco del arbol seco tiernos forman los favonios al pasar aprendan los bardos mi historia de amor cantela todo el que es trovador viste triste sol tan triste como el sufro mucho yo
古典抒情,desmayarse atreverse estar furioso aspero tierno liberal esquivo alentado mortal difunto vivo leal traidor cobarde animoso no hallar fuera del bien centro reposo mostrarse alegre triste humilde altivo enojado valiente fugitivo satisfecho ofendido receloso huir el rostro al claro desengano beber veneno por licor suave olvidar el provecho amar el dano creer que un cielo en un infierno cabe dar la vida el alma un desengano esto es amor quien lo probo lo sabe
古典抒情,contemplando estaba filis la media noche sola una vela cuya lumbre labrando estaba una cofia porque andaba en torno della una blanca mariposa quemandose los extremos queria arderse toda suspendiose imaginando la avecilla animosa tomola en sus blancas manos asi le dice envidiosa adonde tienes los ojos que desta luz te enamoras la boca con que la besas el gusto con que la gozas adonde tienes tu ingenio donde esta la memoria con que lengua la requiebras de que despojos la adornas que le dices cuando llegas en su fuego presurosa le dejas alguna prenda de la aficion que le doras sin haberte ido vienes despues volar tornas hasta el punto que tu vida entre las llamas despojas viendo que no sera justo dilatar su muerte gloria en diciendo estas razones llegose al fuego quemola dichosa fuiste avecilla filis prosigue pues gozas en los brazos de tu amigo muerte vida gloriosa que la vida sin contento mucha falta poca sobra solo el sosiego es bueno adonde el alma reposa mas como yo con tu ejemplo no me doy la muerte agora morir quiero pues me anima acabar con tantas cosas he sabido que belardo su vida pasa con otra porque le enojan mis celos mis desdichas le enojan del pano de su labor un corto cuchillo toma dijo toda turbada oh belardo aqui fue troya pero primero que fuese puesto el intento por obra quiso probar el dolor que es mujer temerosa con la aguja que labraba picose el dedo turbola de su muy querida sangre el ver salir una gota pide un pano la criada intento cuchillo arroja lloro su sangre perdida que su amante no la llora
现代主义,las doce de la noche por las puertas de la gloria al fulgor de perla oro de una luz extraterrestre sale en hombros de cuatro angeles en su silla gestatoria san silvestre mas hermoso que un rey mago lleva puesta la tiara de que son bellos diamantes sirio arturo orion el anillo de su diestra hecho cual si fuese para salomon sus pies cubren los joyeles de la osa adamantina su capa raras piedras de una ilustre visapur colgada sobre el pecho resplandece la divina cruz del sur va el pontifice hacia oriente va encontrar el aureo barco donde al brillo de la aurora viene en triunfo el rey enero ya la aljaba de diciembre se fue toda por el arco del arquero la orilla del abismo misterioso de lo eterno el inmenso sagitario no se cansa de flechar le sustenta el frio polo lo corona el blanco invierno le cubre los rinones el vellon azul del mar cada flecha que dispara cada flecha es una hora doce aljabas cada ano para el trae el rey enero en la sombra se destaca la figura vencedora del arquero al redor de la figura del gigante se oye el vuelo misterioso fugitivo de las almas que se van el ruido con que pasa por la boveda del cielo con sus alas membranosas el murcielago satan san silvestre bajo el palio de un zodiaco de virtudes del celeste vaticano se detiene en los umbrales mientras himnos motetes canta un coro de laudes inmortales reza el santo pontifica al mirar que viene el barco donde en triunfo llega enero ante dios bendice al mundo su brazo abarca el arco el arquero
古典抒情,en fin vuestras manos he venido do se que he de morir tan apretado que aun aliviar con quejas mi cuidado como remedio me es ya defendido mi vida no se en que se ha sostenido si no es en haber sido yo guardado para que solo en mi fuese probado cuanto corta una espada en un rendido mis lagrimas han sido derramadas donde la sequedad el aspereza dieron mal fruto de ellas mi suerte basten las que por vos tengo lloradas no os vengueis mas de mi con mi flaqueza alla os vengad senora con mi muerte
现代主义,en una tarde clara amplia como el hastio cuando su lanza blande el torrido verano copiaban el fantasma de un grave sueno mio mil sombras en teoria enhiestas sobre el llano la gloria del ocaso era un purpureo espejo era un cristal de llamas que al infinito viejo iba arrojando el grave sonar en la llanura yo senti la espuela sonora de mi paso repercutir lejana en el sangriento ocaso mas alla la alegre cancion de un alba pura
古典抒情,quien es aquel caballero herido por tantas partes que esta de expirar tan cerca no le socorre nadie jesus nazareno dice aquel retulo notable ay dios que tan dulce nombre no promete muerte infame despues del nombre la patria rey dice mas adelante pues si es rey cuando de espinas han usado coronarse dos cetros tiene en las manos mas nunca he visto que claven los reyes en los cetros los vasallos desleales unos dicen que si es rey de la cruz descienda baje otros que salvando muchos si no puede salvarse de luto se cubre el cielo el sol de sangriento esmalte padece dios el mundo se disuelve se deshace al pie de la cruz maria esta en dolor constante mirando al sol que se pone entre arreboles de sangre con ella su amado primo haciendo sus ojos mares cristo los pone en los dos mas tierno porque se parte oh lo que sienten los tres juan como primo amante como madre la de dios lo que dios dios lo sabe alma mirad como cristo para partirse su padre viendo que su madre deja le dice palabras tales mujer ves ahi tu hijo juan ves ahi tu madre juan queda en lugar de cristo ay dios que favor tan grande viendo pues jesus que todo ya comenzaba acabarse sed tengo dijo que tiene sed de que el hombre se salve corrio un hombre puso luego sus labios celestiales en una cana una esponja llena de hiel vinagre en la boca de jesus pones hiel hombre que haces mira que por ese cielo de dios las palabras salen advierte que en ella puso con sus pechos virginales una ave su blanca leche cuya dulzura sabe alma sus labios divinos cuando vamos rogarle como con vinagre hiel daran respuesta suave llegad la virgen bella decirle con el angel ave quitad su amargura pues que de gracia sois ave sepa al vientre el fruto santo la dulce palma el datil si tiene el alma la puerta no tengan hiel los umbrales si dais leche bernardo porque de madre os alabe mejor jesus la merece pues madre de dios os hace dulcisimo cristo mio aunque esos labios se banen en hiel de mis graves culpas dios sois como dios habladme habladme dulce jesus antes que la lengua os falte no os desciendan de la cruz sin hablarme perdonarme
现代主义,dijo una voz popular quien me presta una escalera para subir al madero para quitarle los clavos jesus el nazareno oh la saeta el cantar al cristo de los gitanos siempre con sangre en las manos siempre por desenclavar cantar del pueblo andaluz que todas las primaveras anda pidiendo escaleras para subir la cruz cantar de la tierra mia que echa flores al jesus de la agonia es la fe de mis mayores oh no eres tu mi cantar no puedo cantar ni quiero este jesus del madero sino al que anduvo en la mar
古典抒情,alargo enfermo el paso vuelvo cuanto alargo el paso atras el pensamiento no vuelvo que antes siempre miro atento la causa de mi gozo de mi llanto alli estoy firme quedo mas en tanto llevado del contrario movimiento cual hace el extendido en el tormento padezco fiero mal fiero quebranto en partes pues diversas dividida el alma por huir tan cruda pena desea dar ya al suelo estos despojos gime suspira llora dividida en medio del llorar solo esto suena cuando volvere nise ver tus ojos
古典抒情,pluma las musas de mi genio autoras versos me piden hoy alto escribillos yo solo escribire senor burguillos estas que me dicto rimas sonoras gongora me acota tales horas arrojare tijeras cuchillos pues en queriendo hacer versos sencillos arrimese dos musas cantimploras dejemos la campana el monte el valle alabemos senores no le entiendo morir quiere de hambre escriba calle mi ganso me vuelvo en prosiguiendo que es desdicha despues de no premialle nacer volando acabar mintiendo
浪漫主义,se iba quedando callada hasta que la sombra espesa se hizo cuerpo tuyo ya te tengo ya te tengo aqui la sombra del cuarto piel fina piel en mis dedos siente tiembla fina seda que palpita humanamente entre mis dedos de nieve mis dedos de hielo rizan tu delicada quietud totalidad de este cuarto corporal muda extensa sobre la estancia dormida para mis ojos azules tu negra forma se entrega cuajada pura inocente oh soledad de mi cuarto pero no quiero mirarte oscuras paredes justas camara entrana me aprietas te siento exacta te amo cerrazon de vida muerte negra posesion del aire sombra que habito que siento contra mi piel semejante blancas paredes fronteras densa presencia estrechada cuerpo que ciego adivino en mis sentidos dorados
古典抒情,deseando estar dentro de vos propia lucinda para ver si soy querido mire ese rostro que del cielo ha sido con estrellas sol natural copia conociendo su bajeza impropia vime de luz resplandor vestido en vuestro sol como faeton perdido cuando abraso los campos de etiopia ya cerca de morir dije teneos deseos locos pues lo fuistes tanto siendo tan desiguales los empleos mas fue el castigo para mas espanto dos contrarios dos muertes dos deseos pues muero en fuego me deshago en llanto
浪漫主义,ah eres tu eres tu eterno nombre sin fecha bravia lucha del mar con la sed cantil todo de agua que amenazas hundirte sobre mi forma lisa lamina sin recuerdo eres tu sombra del mar poderoso genial rencor verde donde todos los peces son como piedras por el aire abatimiento pesadumbre que amenazas mi vida como un amor que con la muerte acaba matame si tu quieres mar de plomo impiadoso gota inmensa que contiene la tierra fuego destructor de mi vida sin numen aqui en la playa donde la luz se arrastra matame como si un punal un sol dorado lucido una mirada buida de un inviolable ojo un brazo prepotente en que la desnudez fuese el frio un relampago que buscase mi pecho su destino ah pronto pronto quiero morir frente ti mar frente ti mar vertical cuyas espumas tocan los cielos ti cuyos celestes peces entre nubes son como pajaros olvidados del hondo vengan mi tus espumas rompientes cristalinas vengan los brazos verdes desplomandose venga la asfixia cuando el cuerpo se crispa sumido bajo los labios negros que se derrumban luzca el morado sol sobre la muerte uniforme venga la muerte total en la playa que sostengo en esta terrena playa que en mi pecho gravita por la que unos pies ligeros parece que se escapan quiero el color rosa la vida quiero el rojo su amarillo frenetico quiero ese tunel donde el color se disuelve en el negro falaz con que la muerte rie en la boca quiero besar el marfil de la mudez penultima cuando el mar se retira apresurandose cuando sobre la arena quedan solo unas conchas unas frias escamas de unos peces amandose muerte como el punado de arena como el agua que en el hoyo queda solitaria como la gaviota que en medio de la noche tiene un color de sangre sobre el mar que no existe
古典抒情,con nuevos lazos como el mismo apolo halle en cabello mi lucinda un dia tan hermosa que al cielo parecia en la risa del alba abriendo el polo vino un aire sutil desatolo con blando golpe por la frente mia dije amor que para que tejia mil cuerdas juntas para un arco solo pero el responde fugitivo mio que burlaste mis brazos hoy aguardo de nuevo echar prision tu albedrio yo triste que por ella muero ardo la red quise romper que desvario pues mas me enredo mientras mas me guardo
现代主义,mi infancia son recuerdos de un patio de sevilla un huerto claro donde madura el limonero mi juventud veinte anos en tierra de castilla mi historia algunos casos que recordar no quiero ni un seductor manara ni un bradomin he sido ya conoceis mi torpe alino indumentario mas recibi la flecha que me asigno cupido ame cuanto ellas pueden tener de hospitalario hay en mis venas gotas de sangre jacobina pero mi verso brota de manantial sereno mas que un hombre al uso que sabe su doctrina soy en el buen sentido de la palabra bueno adoro la hermosura en la moderna estetica corte las viejas rosas del huerto de ronsard mas no amo los afeites de la actual cosmetica ni soy un ave de esas del nuevo gaytrinar desdeno las romanzas de los tenores huecos el coro de los grillos que cantan la luna distinguir me paro las voces de los ecos escucho solamente entre las voces una soy clasico romantico no se dejar quisiera mi verso como deja el capitan su espada famosa por la mano viril que la blandiera no por el docto oficio del forjador preciada converso con el hombre que siempre va conmigo quien habla solo espera hablar dios un dia mi soliloquio es platica con este buen amigo que me enseno el secreto de la filantropia al cabo nada os debo debeisme cuanto he escrito mi trabajo acudo con mi dinero pago el traje que me cubre la mansion que habito el pan que me alimenta el lecho en donde yago cuando llegue el dia del ultimo viaje este partir la nave que nunca ha de tornar me encontrareis bordo ligero de equipaje casi desnudo como los hijos de la mar
现代主义,desde la frente que es lampara lirica desborda su acento como un aceite de aroma de gracia la ardiente poesia los ensalmos exhala cantando su fresca armonia vase llenando de luz inefable la esponja del viento rozan los versos como alas ungidas de lirico unguento sobre las frentes que se abren cual rosas de blanca alegria un abanico de ritmos celestes el aire deslia cual si moviera sus plumas de magia de dios el aliento vierte en el aire la lampara noble sus sones divinos que goteantes de silabas puras derraman sus trinos desde el tazon del cerebro de lumbre que canta sonoro revolando las almas acuden de sed abrasadas como palomas que beben rocio ondulan banadas en el temblor de la fuente sube del verso de oro
